season,team,win_total,source_url
2014,Seattle Mariners,81,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2014,St. Louis Cardinals,91.5,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2014,Tampa Bay Rays,88,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2014,Texas Rangers,87,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2014,Toronto Blue Jays,80.5,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2014,Washington Nationals,89.5,http://web.archive.org/web/20210818170614/https://www.sportsoddshistory.com/mlb-win/?y=2014&sa=mlb&t=win&o=e
2015,Arizona Diamondbacks,72.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Atlanta Braves,73.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Baltimore Orioles,82.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Boston Red Sox,86,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Chicago Cubs,83,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Chicago White Sox,81.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Cincinnati Reds,77.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Cleveland Indians,84.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Colorado Rockies,72.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Detroit Tigers,83.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Houston Astros,76.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Kansas City Royals,80.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Los Angeles Angels,87.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Los Angeles Dodgers,92.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Miami Marlins,81.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Milwaukee Brewers,78.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Minnesota Twins,71.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,New York Mets,82.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,New York Yankees,81.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Oakland Athletics,82.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Philadelphia Phillies,67.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Pittsburgh Pirates,85,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,San Diego Padres,83.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,San Francisco Giants,82.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Seattle Mariners,87.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,St. Louis Cardinals,87.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Tampa Bay Rays,79.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Texas Rangers,75.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Toronto Blue Jays,82.5,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2015,Washington Nationals,94,http://web.archive.org/web/20240814205741/https://www.sportsoddshistory.com/mlb-win/?y=2015&sa=mlb&t=win&o=e
2016,Arizona Diamondbacks,81.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Atlanta Braves,65.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Baltimore Orioles,79.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Boston Red Sox,86.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Chicago Cubs,93.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Chicago White Sox,80.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Cincinnati Reds,70.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Cleveland Indians,85.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Colorado Rockies,71.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Detroit Tigers,81.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Houston Astros,88.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Kansas City Royals,84.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Los Angeles Angels,80.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Los Angeles Dodgers,89.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Miami Marlins,78.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Milwaukee Brewers,70.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Minnesota Twins,79.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,New York Mets,89.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,New York Yankees,85.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Oakland Athletics,75.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Philadelphia Phillies,64.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Pittsburgh Pirates,86.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,San Diego Padres,73.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,San Francisco Giants,88.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Seattle Mariners,82.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,St. Louis Cardinals,87.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Tampa Bay Rays,82.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Texas Rangers,83.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Toronto Blue Jays,86.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2016,Washington Nationals,88.5,http://web.archive.org/web/20220524115510/https://www.sportsoddshistory.com/mlb-win/?y=2016&sa=mlb&t=win&o=e
2017,Arizona Diamondbacks,77.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Atlanta Braves,74.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Baltimore Orioles,80.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Boston Red Sox,92.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Chicago Cubs,96.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Chicago White Sox,69.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Cincinnati Reds,69.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Cleveland Indians,93.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Colorado Rockies,80.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Detroit Tigers,82.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Houston Astros,90.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Kansas City Royals,76.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Los Angeles Angels,79.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Los Angeles Dodgers,94.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Miami Marlins,76.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Milwaukee Brewers,70.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Minnesota Twins,74.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,New York Mets,87.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,New York Yankees,83.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Oakland Athletics,73.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Philadelphia Phillies,72.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Pittsburgh Pirates,83,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,San Diego Padres,66.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,San Francisco Giants,88.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Seattle Mariners,85.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,St. Louis Cardinals,83.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Tampa Bay Rays,78.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Texas Rangers,85.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Toronto Blue Jays,85.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2017,Washington Nationals,91.5,http://web.archive.org/web/20220703081705/https://www.sportsoddshistory.com/mlb-win/?y=2017&sa=mlb&t=win&o=e
2018,Arizona Diamondbacks,85,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Atlanta Braves,75,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Baltimore Orioles,72.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Boston Red Sox,92,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Chicago Cubs,93.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Chicago White Sox,72.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Cincinnati Reds,74,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Cleveland Indians,94.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Colorado Rockies,81.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Detroit Tigers,67,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Houston Astros,97.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Kansas City Royals,70,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Los Angeles Angels,84.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Los Angeles Dodgers,95.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Miami Marlins,63.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Milwaukee Brewers,83.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Minnesota Twins,83,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,New York Mets,82.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,New York Yankees,94.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Oakland Athletics,75.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Philadelphia Phillies,78.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Pittsburgh Pirates,74,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,San Diego Padres,72.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,San Francisco Giants,79.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Seattle Mariners,81.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,St. Louis Cardinals,86,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Tampa Bay Rays,74,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Texas Rangers,75,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Toronto Blue Jays,81.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2018,Washington Nationals,93.5,http://web.archive.org/web/20230430060812/https://www.sportsoddshistory.com/mlb-win/?y=2018&sa=mlb&t=win&o=e
2019,Arizona Diamondbacks,75.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Atlanta Braves,86,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Baltimore Orioles,58.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Boston Red Sox,94.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Chicago Cubs,87.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Chicago White Sox,73.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Cincinnati Reds,78.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Cleveland Indians,90.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Colorado Rockies,84.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Detroit Tigers,68.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Houston Astros,96.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Kansas City Royals,69.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Los Angeles Angels,82.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Los Angeles Dodgers,93.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Miami Marlins,63.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Milwaukee Brewers,86.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Minnesota Twins,83.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,New York Mets,85.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,New York Yankees,96.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Oakland Athletics,83.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Philadelphia Phillies,89.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Pittsburgh Pirates,77.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,San Diego Padres,78.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,San Francisco Giants,73.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Seattle Mariners,71.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,St. Louis Cardinals,88.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Tampa Bay Rays,84.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Texas Rangers,71.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Toronto Blue Jays,74.5,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2019,Washington Nationals,89,http://web.archive.org/web/20230326181827/https://www.sportsoddshistory.com/mlb-win/?y=2019&sa=mlb&t=win&o=e
2021,Arizona Diamondbacks,75.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
2021,Atlanta Braves,91.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
2021,Baltimore Orioles,64.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
2021,Boston Red Sox,80.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
2021,Chicago Cubs,78.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
2021,Chicago White Sox,90.5,http://web.archive.org/web/20230430130122/https://www.sportsoddshistory.com/mlb-win/?y=2021&sa=mlb&t=win&o=e
